Firstdate,Lastdate,Nusers,Mean_dr,Sum_dr
2020-03-07,2020-04-05,7, 48.578635378038136, 340.05044764626695
2020-03-08,2020-04-06,8, 47.478020540783774, 379.8241643262702
2020-03-09,2020-04-07,9, 45.54980312766305, 409.9482281489674
2020-03-10,2020-04-08,9, 45.331758883114176, 407.9858299480276
2020-03-11,2020-04-09,10, 43.16572304906034, 431.6572304906034
2020-03-12,2020-04-10,16, 34.69853605281388, 555.176576845022
2020-03-13,2020-04-11,13, 39.32876526279911, 511.27394841638846
2020-03-14,2020-04-12,17, 34.01173787109535, 578.1995438086209
2020-03-15,2020-04-13,16, 33.81754254827533, 541.0806807724052
2020-03-16,2020-04-14,17, 34.98723154664122, 594.7829362929007
2020-03-17,2020-04-15,17, 34.998403167488206, 594.9728538472995
2020-03-18,2020-04-16,17, 34.09665266258092, 579.6430952638757
2020-03-19,2020-04-17,17, 33.4268793963307, 568.2569497376219
2020-03-20,2020-04-18,17, 32.42130965186697, 551.1622640817385
2020-03-21,2020-04-19,18, 30.333577513702064, 546.0043952466372
2020-03-22,2020-04-20,18, 30.329589497578866, 545.9326109564196
2020-03-23,2020-04-21,19, 29.207349113865323, 554.9396331634412
2020-03-24,2020-04-22,21, 25.636902192919322, 538.3749460513058
2020-03-25,2020-04-23,19, 26.863711997484774, 510.4105279522107
2020-03-26,2020-04-24,17, 27.583994599529394, 468.9279081919997
2020-03-27,2020-04-25,18, 26.05834359948655, 469.05018479075795
2020-03-28,2020-04-26,16, 26.633128374687104, 426.13005399499366
2020-03-29,2020-04-27,18, 25.021075286744146, 450.37935516139464
2020-03-30,2020-04-28,16, 28.15067830024092, 450.4108528038547
2020-03-31,2020-04-29,15, 26.762304372408927, 401.4345655861339
2020-04-01,2020-04-30,15, 27.363874596048042, 410.4581189407206
2020-04-02,2020-05-01,16, 27.069240829656884, 433.10785327451015
2020-04-03,2020-05-02,16, 26.189120540025282, 419.0259286404045
2020-04-04,2020-05-03,16, 26.378699557240658, 422.05919291585053
2020-04-05,2020-05-04,16, 26.559289641442007, 424.9486342630721
2020-04-06,2020-05-05,19, 21.722121124292688, 412.72030136156104
2020-04-07,2020-05-06,15, 25.162719620004815, 377.44079430007224
2020-04-08,2020-05-07,17, 22.57500743230963, 383.7751263492637
2020-04-09,2020-05-08,19, 22.5402043046493, 428.26388178833673
2020-04-10,2020-05-09,19, 22.389879313469436, 425.40770695591925
2020-04-11,2020-05-10,18, 23.29429038657961, 419.297226958433
2020-04-12,2020-05-11,14, 26.499838527315976, 370.9977393824237
2020-04-13,2020-05-12,14, 28.46270797952679, 398.4779117133751
2020-04-14,2020-05-13,17, 21.994793946359078, 373.91149708810434
2020-04-15,2020-05-14,15, 25.787935819354825, 386.8190372903224
2020-04-16,2020-05-15,15, 22.729177888094423, 340.93766832141637
2020-04-17,2020-05-16,12, 24.952757947679512, 299.4330953721541
2020-04-18,2020-05-17,9, 27.638432093192232, 248.74588883873008
2020-04-19,2020-05-18,13, 24.317079826955556, 316.12203775042224
2020-04-20,2020-05-19,11, 25.80542689959754, 283.85969589557294
2020-04-21,2020-05-20,13, 28.69466983341419, 373.03070783438443
2020-04-22,2020-05-21,10, 30.822283531238366, 308.22283531238367
2020-04-23,2020-05-22,8, 31.090690176537507, 248.72552141230005
2020-04-24,2020-05-23,7, 35.02211298037633, 245.1547908626343
2020-04-25,2020-05-24,7, 34.62852215945394, 242.39965511617754
2020-04-26,2020-05-25,7, 34.853039903985795, 243.9712793279006
2020-04-27,2020-05-26,7, 33.43808472695743, 234.06659308870198
2020-04-28,2020-05-27,7, 31.741987742137326, 222.19391419496128
2020-04-29,2020-05-28,8, 31.60709211965597, 252.85673695724776
2020-04-30,2020-05-29,15, 26.64982441554504, 399.7473662331756
2020-05-01,2020-05-30,15, 26.24254440333556, 393.6381660500334
2020-05-02,2020-05-31,16, 26.33354484545886, 421.33671752734176
2020-05-03,2020-06-01,17, 23.85664608647959, 405.56298347015303
2020-05-04,2020-06-02,10, 28.36156569181937, 283.6156569181937
2020-05-05,2020-06-03,18, 22.372177176607636, 402.69918917893744
2020-05-06,2020-06-04,16, 22.553514499029717, 360.85623198447547
2020-05-07,2020-06-05,18, 22.368829348286067, 402.6389282691492
2020-05-08,2020-06-06,12, 26.79153843777169, 321.49846125326025
2020-05-09,2020-06-07,16, 23.08701078124422, 369.39217249990753
2020-05-10,2020-06-08,10, 26.01925904630371, 260.1925904630371
2020-05-11,2020-06-09,14, 21.96684737795532, 307.5358632913745
2020-05-12,2020-06-10,14, 22.334636036725506, 312.6849045141571
2020-05-13,2020-06-11,20, 20.227397602948564, 404.5479520589713
2020-05-14,2020-06-12,20, 20.040520583247318, 400.81041166494634
2020-05-15,2020-06-13,18, 19.85036617925296, 357.3065912265533
2020-05-16,2020-06-14,19, 18.75846646116445, 356.41086276212457
2020-05-17,2020-06-15,19, 18.77507274162481, 356.7263820908714
2020-05-18,2020-06-16,16, 19.613357139774255, 313.8137142363881
2020-05-19,2020-06-17,19, 17.337616657978472, 329.414716501591
2020-05-20,2020-06-18,20, 18.216850977131674, 364.33701954263347
2020-05-21,2020-06-19,18, 16.052089193434522, 288.9376054818214
2020-05-22,2020-06-20,20, 18.337787529068457, 366.7557505813691
2020-05-23,2020-06-21,20, 18.296056203548307, 365.92112407096613
2020-05-24,2020-06-22,18, 16.33047028303245, 293.9484650945841
2020-05-25,2020-06-23,14, 17.6759211191462, 247.4628956680468
2020-05-26,2020-06-24,19, 16.272892265010633, 309.184953035202
2020-05-27,2020-06-25,17, 14.833894242257523, 252.1762021183779
2020-05-28,2020-06-26,15, 14.982124687443646, 224.7318703116547
2020-05-29,2020-06-27,17, 14.899721200532198, 253.29526040904736
2020-05-30,2020-06-28,18, 13.059054185004642, 235.06297533008356
